"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Vou perguntar agora sobre o grau de confiança em uma série de políticos:";"Você confia no Geraldo Alckmin?";"Você confia no Jair Bolsonaro?";"Você confia no Marcelo Crivela?";"Você confia no Marco Feliciano?";"Você confia no Lula?";"Você confia na Marina Silva?";"Estamos chegando no fim. Vou ler duas afirmações e gostaria de saber se você concorda com elas:";"Num momento de crise, o governo precisa cortar gastos inclusive em saúde e educação.";"Quem começou a trabalhar cedo deve poder se aposentar cedo, sem limite mínimo de idade.";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Qual é a sua denominação religiosa?";"outra:";"_id";"_uuid";"_submission_time";"_index"
"2017-06-15T12:26:04.790-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"33";"PT";"de direita";"";"muito conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"confia muito";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4192052";"1accfab8-ad12-4f9d-8741-0574769280ed";"2017-06-15T19:38:00";"299"
"2017-06-15T12:36:17.306-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"50";"nenhum";"centro";"mais de squerda";"nada conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"confia pouco";"não confia";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4192071";"79501b4f-8f28-4d80-8c27-0a37b7ea3e1b";"2017-06-15T19:38:11";"300"
"2017-06-15T14:49:52.982-03";"ac:d0:74:8c:b4:ec";"Igot";"1";"";"52";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino médio incompleto";"preta";"";"outra";"apostólica vida nova";"4192097";"13ec294b-77fd-4ee9-8ccc-e9f84cc6c9b5";"2017-06-15T19:38:43";"301"
"2017-06-15T14:59:15.197-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"27";"nenhum";"centro";"não sei";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não conhece";"confia pouco";"não confia";"não confia";"";"concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino médio completo";"branca";"";"outra";"Igreja do evangelho quadrangular";"4192098";"850cfae5-b989-4431-bf16-403fec66af38";"2017-06-15T19:38:44";"302"
"2017-06-15T15:31:51.401-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"30";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"não concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"parda";"";"outra";"Congreção do brasi";"4192099";"491373d7-2b92-4c3a-bd2a-2a48e1ab678f";"2017-06-15T19:38:45";"303"
"2017-06-15T15:43:47.458-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"49";"PMDB";"nada disso";"";"nada conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"confia muito";"não confia";"confia muito";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"parda";"";"assembléia de Deus";"";"4192100";"e3ec8c29-bf27-42ca-8ca9-299627939ea3";"2017-06-15T19:38:47";"304"
"2017-06-15T15:51:56.166-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"38";"outro";"de esquerda";"";"nada conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"confia muito";"confia muito";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino médio completo";"preta";"";"outra";"Comunidade da paz";"4192101";"d1856d77-f8a7-4ca5-9ed1-ff2d7b1504cb";"2017-06-15T19:38:49";"305"
"2017-06-15T16:02:37.975-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"40";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"";"confia pouco";"não conhece";"confia muito";"confia muito";"não confia";"não conhece";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"preta";"";"igreja renascer em Cristo";"";"4192102";"92e64f5a-0d29-4859-b2e7-ec397599726a";"2017-06-15T19:38:49";"306"
"2017-06-15T16:12:11.103-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"40";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"confia pouco";"confia pouco";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino superior completo";"branca";"";"assembléia de Deus";"";"4192103";"8babf9f2-0004-4ef6-9ca8-e9b27fd6b12e";"2017-06-15T19:38:51";"307"
"2017-06-15T16:20:42.399-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"27";"nenhum";"centro";"mais de direita";"nada conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia muito";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"branca";"";"outra";"Bola de neve";"4192104";"10849622-d2f7-4833-8d9c-e374658983e7";"2017-06-15T19:38:52";"308"
"2017-06-15T16:26:19.443-03";"ac:d0:74:8c:b4:ec";"Igor";"1";"";"28";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"";"não confia";"confia muito";"não conhece";"não confia";"não confia";"não sabe";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino superior completo";"branca";"";"outra";"Quadrangular";"4192105";"d8f5362c-d302-47a5-aff0-870043d26726";"2017-06-15T19:38:52";"309"
"2017-06-15T10:54:38.362-03";"18:fe:34:08:78:67";"Pedro";"3";"";"55";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4192141";"bdcb1b81-fee2-439d-9147-a5f2feb0fdb3";"2017-06-15T19:42:57";"310"
"2017-06-15T11:14:03.272-03";"18:fe:34:08:78:67";"Pedro";"3";"";"20";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"não concorda";"não sei";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não sei";"não concorda";"";"não confia";"não conhece";"não conhece";"confia pouco";"não confia";"não confia";"";"não sabe";"concorda";"";"masculino";"até R$1.880,00";"ensino superior completo";"parda";"";"outra";"Ministério apóstolo ágape em cristo";"4192142";"b47d689b-e2d6-448f-b106-bd96f9d69c5f";"2017-06-15T19:42:58";"311"
"2017-06-15T11:52:18.626-03";"18:fe:34:08:78:67";"Pedro";"3";"";"31";"PT";"de esquerda";"";"pouco conservador";"nada antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"concorda";"não sei";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4192143";"e858d198-1e09-4a2c-b883-de1a6d07c385";"2017-06-15T19:42:58";"312"
"2017-06-15T11:59:33.889-03";"18:fe:34:08:78:67";"Pedro";"3";"";"26";"nenhum";"nada disso";"";"pouco conservador";"pouco antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"não sei";"não sei";"concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia muito";"confia pouco";"confia muito";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior completo";"parda";"";"outra";"Verbo vivo";"4192144";"29197e3f-0edd-4bc1-85bc-693d6245f25e";"2017-06-15T19:42:59";"313"
"2017-06-15T12:11:56.820-03";"18:fe:34:08:78:67";"Pedro";"3";"";"53";"PT";"de esquerda";"";"nada conservador";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não confia";"não confia";"confia pouco";"não confia";"confia muito";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"preta";"";"igreja renascer em Cristo";"";"4192145";"29f90728-53b2-4198-8eca-87ad7b094f51";"2017-06-15T19:43:00";"314"
"2017-06-15T12:20:19.374-03";"18:fe:34:08:78:67";"Pedro";"3";"";"39";"nenhum";"nada disso";"";"nada conservador";"muito antipetista";"";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino superior incompleto";"branca";"";"igreja renascer em Cristo";"";"4192146";"6bab4d0e-3fa5-4914-a673-f99df41b5739";"2017-06-15T19:43:01";"315"
"2017-06-15T12:37:45.958-03";"18:fe:34:08:78:67";"Pedro";"3";"";"31";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não sei";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não sei";"não sei";"concorda";"não sei";"concorda";"concorda";"não concorda";"";"não confia";"confia pouco";"confia muito";"confia muito";"não confia";"confia muito";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior completo";"parda";"";"assembléia de Deus";"";"4192147";"bc402c4e-da17-4c8c-9f58-488b708845df";"2017-06-15T19:43:02";"316"
"2017-06-15T12:46:05.176-03";"18:fe:34:08:78:67";"Pedro";"3";"";"53";"nenhum";"nada disso";"";"nada conservador";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não conhece";"não conhece";"confia muito";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino fundamental completo";"parda";"";"igreja mundial";"";"4192148";"3e5b22ca-2f12-4455-82f6-15702c6de735";"2017-06-15T19:43:02";"317"
"2017-06-15T13:03:10.476-03";"18:fe:34:08:78:67";"Pedro";"3";"";"56";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não confia";"confia pouco";"não confia";"não confia";"confia muito";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4192149";"39c1de33-9aed-4f47-81d8-07602afa3ae6";"2017-06-15T19:43:04";"318"
"2017-06-15T13:08:46.066-03";"18:fe:34:08:78:67";"Pedro";"3";"";"20";"nenhum";"nada disso";"";"nada conservador";"muito antipetista";"";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"confia pouco";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"parda";"";"assembléia de Deus";"";"4192150";"c1aaf82d-b608-49aa-b127-190cc3173a0e";"2017-06-15T19:43:05";"319"
"2017-06-15T13:16:24.362-03";"18:fe:34:08:78:67";"Pedro";"3";"";"34";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4192151";"bba8e7a9-d257-42bf-91c1-1a376c09f5dc";"2017-06-15T19:43:05";"320"
"2017-06-15T13:26:37.268-03";"18:fe:34:08:78:67";"Pedro";"3";"";"39";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"parda";"";"outra";"Igreja quadrangular";"4192152";"e7b73053-14be-4da5-89bb-886f227ea605";"2017-06-15T19:43:06";"321"
"2017-06-15T13:34:32.367-03";"18:fe:34:08:78:67";"Pedro";"3";"";"27";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"confia muito";"confia muito";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4192153";"b0268c8f-2f86-4782-8786-67ba19b1a34d";"2017-06-15T19:43:07";"322"
"2017-06-15T13:41:41.958-03";"18:fe:34:08:78:67";"Pedro";"3";"";"43";"PT";"centro";"mais de squerda";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"";"confia pouco";"confia pouco";"confia muito";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"preta";"";"igreja renascer em Cristo";"";"4192154";"768e71d9-422a-457c-9653-76e1fc8360e8";"2017-06-15T19:43:08";"323"
