"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para concluir o bloco gostaria de fazer duas perguntas:";"A cassação da chapa Dilma/Temer está sendo discutida no Tribunal Superior Eleitoral e se aprovada Michel Temer perde o mandato. Você é a favor da cassação da chapa pelo TSE?";"Se Lula for candidato você pretende votar nele nas próximas eleições?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Religião:";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-31T16:22:24.089-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"56";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164052";"dcf5de31-1f8c-4ba9-902f-fb2d80ca8074";"2017-03-31T23:10:54";"286"
"2017-03-31T16:28:15.652-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"29";"PSOL";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"parda";"";"umbanda";"";"vQEVL8NJxFQs3kcu22s4A4";"3164053";"5a26b81e-80a6-4aaf-a420-8dc8be96afc4";"2017-03-31T23:10:55";"287"
"2017-03-31T16:35:22.251-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"33";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"umbanda";"";"vQEVL8NJxFQs3kcu22s4A4";"3164054";"381e67f0-cfc2-49d5-bae1-9eaa5cbb50ef";"2017-03-31T23:10:55";"288"
"2017-03-31T16:39:40.901-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"47";"REDE";"de esquerda";"";"nada conservador";"nada feminista";"pouco antipetista";"";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164055";"e1889f0a-a63d-4cb5-b5a6-12860c3aa60e";"2017-03-31T23:10:56";"289"
"2017-03-31T16:45:57.245-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"46";"PSOL";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164056";"2c22d8b0-f764-4dc8-8d09-da40f4cc102a";"2017-03-31T23:10:56";"290"
"2017-03-31T16:55:31.666-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"19";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"até R$1880,00";"ensino médio completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164057";"d130540f-55a4-4df4-9a76-fc1356085368";"2017-03-31T23:10:57";"291"
"2017-03-31T17:02:00.986-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"33";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"preta";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164058";"29db6213-57e7-4b89-937d-a80b906e40c0";"2017-03-31T23:10:57";"292"
"2017-03-31T17:09:09.756-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"19";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"até R$1880,00";"ensino superior incompleto";"branca";"";"outra";"Agnóstico";"vQEVL8NJxFQs3kcu22s4A4";"3164059";"3d04156c-354f-445e-ac51-eec720d49197";"2017-03-31T23:10:58";"293"
"2017-03-31T17:15:43.379-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"20";"Outro";"de esquerda";"";"nada conservador";"não sei";"pouco antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"não";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior incompleto";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164060";"bdd9b537-c6f7-407f-82f1-340783612bfe";"2017-03-31T23:10:59";"294"
"2017-03-31T17:19:39.675-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"41";"PCdoB";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"até R$1880,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164061";"10cb9555-3fc6-47aa-85b5-32e0f4aea9e1";"2017-03-31T23:10:59";"295"
"2017-03-31T17:25:46.010-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"53";"PT";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164062";"f44fe690-b9c1-465e-9f4a-394c0c0531e3";"2017-03-31T23:11:00";"296"
"2017-03-31T17:33:13.082-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"58";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164063";"1cc47ad3-f648-48ca-9610-229f74c742af";"2017-03-31T23:11:00";"297"
"2017-03-31T17:39:34.625-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"36";"PT";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"preta";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3164064";"05b069a6-c047-423b-b13b-ddebde8b7a6b";"2017-03-31T23:11:00";"298"
"2017-03-31T17:45:29.283-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"33";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164065";"8ce45f31-a34f-46dc-8e38-f737ccc161ed";"2017-03-31T23:11:01";"299"
"2017-03-31T17:53:09.435-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"20";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164066";"8d61bf7a-f7f3-4407-8a9a-74dd11d92ecd";"2017-03-31T23:11:01";"300"
"2017-03-31T18:03:47.601-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"26";"Outro";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"";"não";"não sei";"";"feminino";"até R$1880,00";"ensino superior incompleto";"branca";"";"outra";"Taoismo";"vQEVL8NJxFQs3kcu22s4A4";"3164067";"f8501278-5417-4c54-8151-abd8b60f6212";"2017-03-31T23:11:02";"301"
"2017-03-31T18:11:31.691-03";"ac:d0:74:8c:6f:d7";"Bia";"1";"";"36";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"preta";"";"outra";"Protestante";"vQEVL8NJxFQs3kcu22s4A4";"3164068";"263b0cdd-e4d6-4dbf-b86b-014c910086a1";"2017-03-31T23:11:02";"302"
"2017-03-31T18:21:39.520-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"30";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164069";"959b5ff1-af20-4570-b029-a5822d2f8d76";"2017-03-31T23:11:03";"303"
"2017-03-31T18:26:48.521-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"35";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164070";"2c1fdfe6-fef9-4ded-9f60-39add83945d7";"2017-03-31T23:11:04";"304"
"2017-03-31T18:32:28.850-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"66";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164071";"8f1fe1dc-160e-44a3-a911-d94bcbb3d52f";"2017-03-31T23:11:04";"305"
"2017-03-31T18:38:25.328-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"17";"Nenhum";"nada disso";"";"pouco conservador";"muito feminista";"pouco antipetista";"";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"não";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino médio incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164072";"db4026c8-29d4-4af6-85cc-059d5914bc70";"2017-03-31T23:11:05";"306"
"2017-03-31T18:45:46.214-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"68";"PT";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3164073";"ec5b2136-0176-4bea-be87-b67b65e25598";"2017-03-31T23:11:05";"307"
"2017-03-31T18:57:20.843-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"29";"PSOL";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164074";"22354ce0-05e4-42fd-94bc-80cb51fb81c5";"2017-03-31T23:11:06";"308"
"2017-03-31T19:02:38.252-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"28";"Nenhum";"de esquerda";"";"não sei";"não sei";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"não sei";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"até R$1880,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164075";"4b182f28-eec6-49cf-a5f3-aa3690d9501d";"2017-03-31T23:11:06";"309"
"2017-03-31T19:13:27.535-03";"ac:d0:74:8c:6f:d7";"Bia";"2";"";"19";"Nenhum";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior incompleto";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164076";"7fae0180-75da-4a26-ba9b-50e6046a969a";"2017-03-31T23:11:07";"310"
"2017-03-31T16:25:29.988-03";"42e38a977afec3bd";"Veri";"2";"";"37";"PT";"nada disso";"";"pouco conservador";"nada feminista";"nada antipetista";"";"não sei";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"concorda";"não sei";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não sei";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino fundamental completo";"parda";"";"evangélica pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3164079";"753eae3c-4891-4158-abd2-fbb8bf1c5434";"2017-03-31T23:16:33";"311"
"2017-03-31T16:34:16.630-03";"42e38a977afec3bd";"Veri";"2";"";"22";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164080";"5c03668f-da1e-4d85-9197-6c64cfdbe268";"2017-03-31T23:16:34";"312"
"2017-03-31T16:38:27.597-03";"42e38a977afec3bd";"Veri";"2";"";"25";"PCdoB";"de esquerda";"";"muito conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"";"sim";"não sei";"";"masculino";"até R$1880,00";"ensino fundamental completo";"parda";"";"outra";"Panteísta";"vQEVL8NJxFQs3kcu22s4A4";"3164081";"1446bf82-88ff-479a-8835-88ddfafdf6eb";"2017-03-31T23:16:35";"313"
"2017-03-31T16:47:25.651-03";"42e38a977afec3bd";"Veri";"2";"";"17";"Outro";"de esquerda";"";"nada conservador";"pouco feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"masculino";"até R$1880,00";"ensino superior incompleto";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164082";"bce4b6bf-aa04-4c4a-b480-f8a341f74629";"2017-03-31T23:16:35";"314"
"2017-03-31T16:52:53.345-03";"42e38a977afec3bd";"Veri";"1";"";"51";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3164083";"b27d3991-9b59-4771-a2bc-831302a4f26d";"2017-03-31T23:16:36";"315"
